City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
302,Valparaíso,-33.0393,-71.6273,21.93,55,100,6.69,CL,1739909277
303,Ndélé,8.4109,20.6473,29.28,17,100,2.21,CF,1739909278
304,Birjand,32.8663,59.2211,7.31,58,99,2.12,IR,1739909279
305,Westport,41.1415,-73.3579,-2.07,38,20,8.05,US,1739909280
306,Nombre de Dios,23.85,-104.2333,25.81,14,100,2.46,MX,1739909281
307,Canutama,-6.5339,-64.3831,24.34,97,100,1.6,BR,1739909282
308,Guarapari,-20.6667,-40.4975,27.39,70,0,6.61,BR,1739908993
309,Abong Mbang,3.9833,13.1833,25.08,45,69,1.09,CM,1739909285
310,Bayramaly,37.6185,62.1671,6.59,57,8,1.95,TM,1739909286
311,Revda,56.801,59.9303,-16.68,93,96,3.67,RU,1739909287
312,Palmer,42.1584,-72.3287,-4.85,46,94,2.24,US,1739909288
313,Banff,51.1762,-115.5698,-5.15,75,29,1.08,CA,1739909290
314,Sisophon,13.5859,102.9737,26.45,64,48,2.87,KH,1739909291
315,Serchhīp,23.3,92.8333,14.54,68,1,1.18,IN,1739909292
316,Bamboo Flat,11.7,92.7167,22.69,73,0,2.69,IN,1739909293
317,Micheweni,-4.9667,39.8333,28.01,77,6,7.58,TZ,1739909294
318,Kartaly,53.0522,60.6467,-22.86,96,6,2.2,RU,1739909295
319,Bo`ka,40.8108,69.1986,6.78,46,99,2.33,UZ,1739909296
320,Freeport,40.6576,-73.5832,-1.51,31,0,7.2,US,1739909298
321,Nuuk,64.1835,-51.7216,4.34,38,53,4.63,GL,1739909299
322,Nguigmi,14.2495,13.1092,25.72,13,5,4.5,NE,1739909300
323,Terme,41.2092,36.9739,2.05,99,100,2.11,TR,1739909301
324,Mormugao,15.4,73.8,25.59,89,20,0.0,IN,1739909302
325,La Sarre,48.8002,-79.1996,-15.58,90,100,5.54,CA,1739909303
326,Ähtäri,62.554,24.0619,-11.29,98,78,2.66,FI,1739909304
327,Harper,4.375,-7.7169,26.81,85,69,2.67,LR,1739909305
328,Ust-Nera,64.5667,143.2,-27.42,100,100,1.55,RU,1739909307
329,Wenchang,30.904,118.4887,5.91,74,100,1.77,CN,1739909308
330,Sinabang,2.4803,96.3801,25.82,83,100,0.46,ID,1739909309
331,Voranava,54.1483,25.3131,-4.92,79,72,3.46,BY,1739909310
332,Angoche,-16.2325,39.9086,26.64,87,99,1.15,MZ,1739909311
333,Raja,8.4596,25.678,27.82,18,4,1.63,SS,1739909312
334,Faßberg,52.9,10.1667,-4.99,58,0,2.06,DE,1739909313
335,Huron,41.1501,-82.5499,-8.51,62,100,5.49,US,1739909315
336,Kamyshevatskaya,46.4132,37.9563,-3.73,70,21,6.28,RU,1739909316
337,Lincoln City,44.9582,-124.0179,9.64,97,100,2.68,US,1739909044
338,Lā‘ie,21.6477,-157.9253,26.7,81,57,2.68,US,1739909318
339,Waoundé,15.2637,-12.8682,32.6,11,36,4.33,SN,1739909319
340,Tromsø,69.6496,18.957,-0.99,86,75,3.09,NO,1739909320
341,Vernon,50.2581,-119.2691,2.64,81,92,1.19,CA,1739909322
342,Hassi Messaoud,31.6804,6.0729,15.75,45,0,4.65,DZ,1739909323
343,Shanhecun,44.7,127.2,-17.56,99,100,1.57,CN,1739909324
344,Mundri,-6.9558,111.71,23.33,94,100,1.04,ID,1739909325
345,North Bend,43.4065,-124.2243,11.26,87,100,1.54,US,1739909326
346,Inarajan Village,13.2736,144.7484,25.78,91,31,4.38,GU,1739909327
347,Taroa,8.7058,171.2275,26.69,72,13,5.79,MH,1739909328
348,City of Balikpapan,-1.242,116.8942,22.97,100,20,1.54,ID,1739909330
349,Alice Springs,-23.7,133.8833,17.75,22,19,0.0,AU,1739909110
350,Taro,-8.3862,115.28,19.46,98,100,0.73,ID,1739909332
351,Mahibadhoo,3.7833,72.9667,27.31,79,98,6.48,MV,1739909333
352,New Norfolk,-42.7826,147.0587,10.95,91,62,1.67,AU,1739909334
353,Berezovyy,51.6667,135.7,-17.17,93,100,1.5,RU,1739909335
354,Santanyí,39.3546,3.1291,13.43,88,100,3.37,ES,1739909336
355,Nānākuli,21.3906,-158.1547,27.18,69,0,1.54,US,1739909338
356,São Vicente,-23.9631,-46.3919,28.98,26,75,3.62,BR,1739909173
357,Argos,37.6333,22.7333,11.15,91,99,0.58,GR,1739909340
358,Callao,-12.0667,-77.15,23.16,83,20,5.14,PE,1739909341
359,Praia,14.9215,-23.5087,20.83,78,100,8.3,CV,1739909342
360,Aldan,58.6031,125.3894,-24.45,99,100,1.67,RU,1739909341
361,Kaa-Khem,51.6833,94.7333,-21.8,98,63,1.55,RU,1739909345
362,Rundu,-17.9333,19.7667,23.72,60,100,2.28,NA,1739909346
363,Al Hazm,16.1641,44.7769,22.05,13,2,2.64,YE,1739909347
364,San José del Guaviare,2.5729,-72.6459,33.49,37,100,1.48,CO,1739909348
365,Whangarei,-35.7317,174.3239,20.5,74,22,2.76,NZ,1739909349
366,Anna Regina,7.2644,-58.5077,26.57,75,26,4.67,GY,1739909350
367,Mogador,31.5125,-9.77,15.12,80,70,2.97,MA,1739909351
368,Kiboga,0.9161,31.7742,19.85,73,21,1.17,UG,1739909352
369,Claveria,18.6074,121.0832,21.92,91,100,7.69,PH,1739909354
370,Sterling,39.0062,-77.4286,2.62,29,75,7.72,US,1739909265
371,George Town,5.4112,100.3354,26.96,82,20,2.24,MY,1739909356
372,Acaraú,-2.8856,-40.12,27.94,75,39,4.66,BR,1739909357
373,Kavaratti,10.5669,72.642,27.3,77,6,2.62,IN,1739909358
374,Tenkodogo,11.78,-0.3697,32.08,13,2,1.86,BF,1739909359
375,’Aïn el Turk,35.7438,-0.7693,17.94,53,100,1.62,DZ,1739909360
376,Quibdó,5.6947,-76.6611,28.19,74,40,2.57,CO,1739909362
377,Hazaribagh,23.9833,85.35,19.14,30,100,1.34,IN,1739909363
378,Fale old settlement,-9.3852,-171.2468,28.16,67,99,10.67,TK,1739909364
379,Ash Shafa,21.0694,40.3119,11.87,79,58,2.21,SA,1739909365
380,Port Douglas,-16.4833,145.4667,25.87,87,98,3.87,AU,1739909366
381,Savanna-la-Mar,18.219,-78.1332,27.74,63,100,2.09,JM,1739909367
382,Ola,59.5833,151.2833,-17.66,79,97,5.72,RU,1739909368
383,Okahao,-17.885,15.0667,22.63,74,100,1.76,NA,1739909370
384,Alo,6.5486,4.2686,27.82,82,100,4.0,NG,1739909371
385,Tura,25.5198,90.2201,17.1,41,0,1.8,IN,1739909372
386,Azul,-36.777,-59.8585,23.65,17,100,4.03,AR,1739909373
387,Yichun,47.7,128.9,-23.19,100,100,0.88,CN,1739909374
388,Higashine,38.4389,140.4006,-5.29,94,95,1.92,JP,1739909375
389,Klyuchi,52.2667,79.1667,-17.29,99,68,2.56,RU,1739909376
390,Pointe-Noire,-4.7761,11.8635,26.64,80,98,2.63,CG,1739909378
391,Ostrołęka,53.0862,21.5757,-2.79,78,38,2.8,PL,1739909379
392,Walvis Bay,-22.9575,14.5053,19.2,85,24,1.3,NA,1739909380
393,Nacozari de Garcia,30.3742,-109.6908,21.14,15,1,6.17,MX,1739909381
394,Mejit,10.2753,170.8646,26.7,71,33,6.31,MH,1739909382
395,Mejit,10.2753,170.8646,26.7,71,33,6.31,MH,1739909382
396,Griffith,41.5284,-87.4237,-9.08,43,0,4.63,US,1739909384
397,Butembo,0.15,29.2833,16.18,80,91,1.62,CD,1739909386
398,San Clemente del Tuyú,-36.3569,-56.7235,18.43,49,100,5.46,AR,1739909387
399,San Clemente del Tuyú,-36.3569,-56.7235,18.43,49,100,5.46,AR,1739909387
400,Vanimo,-2.6741,141.3028,25.31,90,100,1.79,PG,1739909389
401,Gumdag,39.2061,54.5906,7.02,62,0,2.16,TM,1739909390
402,Kruisfontein,-34.0033,24.7314,19.65,81,100,3.64,ZA,1739909391
403,Keflavik,64.0049,-22.5624,5.24,81,75,9.26,IS,1739909392
404,George Town,5.4112,100.3354,26.96,78,20,2.06,MY,1739909178
405,Saint-Philippe,-21.3585,55.7679,26.54,83,100,6.56,RE,1739909395
406,Saint-Philippe,-21.3585,55.7679,26.54,83,100,6.56,RE,1739909395
407,Cooper’s Town,26.8667,-77.5167,21.73,75,100,6.5,BS,1739909397
408,Madang,-5.2246,145.7966,24.07,93,100,2.71,PG,1739909398
409,Arteche,12.2645,125.4048,24.52,90,100,3.84,PH,1739909399
410,Traverse City,44.7631,-85.6206,-9.96,74,100,4.63,US,1739909401
411,Aykhal,66.0,111.5,-29.75,99,27,2.15,RU,1739909369
412,Kirakira,-10.4544,161.9205,24.75,93,100,2.36,SB,1739909403
413,Juneau,58.3019,-134.4197,3.39,100,100,0.0,US,1739909404
414,Pangody,65.85,74.4859,-21.36,98,83,5.21,RU,1739909405
415,Atherton,53.5237,-2.4935,4.6,71,100,3.58,GB,1739909406
416,Palpa,-14.5336,-75.1856,26.77,61,96,4.99,PE,1739909407
417,Grand-Bassam,5.2118,-3.7388,27.98,85,39,4.54,CI,1739909409
418,Bayan,46.0833,127.4,-25.88,100,88,2.05,CN,1739909410
419,Port Moresby,-9.4431,147.1797,24.76,87,100,2.05,PG,1739909411
420,Ust'-Ordynskiy,52.805,104.7508,-29.52,100,98,1.76,RU,1739909412
421,Port Augusta,-32.5,137.7667,16.49,71,0,5.14,AU,1739909413
422,Rusera,25.75,86.0333,17.23,42,56,1.47,IN,1739909414
423,Bairnsdale,-37.8333,147.6167,10.37,79,44,2.78,AU,1739909415
424,Oytal,42.9057,73.2697,1.09,65,100,2.4,KZ,1739909417
425,Waingapu,-9.6567,120.2641,25.38,85,100,2.31,ID,1739909418
426,Marsh Harbour,26.5412,-77.0636,22.28,77,99,6.01,BS,1739909419
427,Touros,-5.1989,-35.4608,28.13,74,8,7.6,BR,1739909331
428,Mount Pearl,47.5166,-52.7813,-4.36,88,100,4.92,CA,1739909421
429,Kualakapuas,-3.0091,114.3876,23.3,96,100,0.41,ID,1739909422
430,Kualakapuas,-3.0091,114.3876,23.3,96,100,0.41,ID,1739909422
431,Paita,-5.0892,-81.1144,26.62,69,82,3.79,PE,1739909425
432,Nacala,-14.5428,40.6728,26.43,92,34,2.99,MZ,1739909426
433,Carbonear,47.7332,-53.2148,-4.25,85,100,9.45,CA,1739909427
434,Esqueda,30.7167,-109.5833,20.51,15,32,7.74,MX,1739909428
435,Laela,-8.5667,32.05,16.61,92,100,1.42,TZ,1739909429
436,Pacific Grove,36.6177,-121.9166,16.61,72,0,3.09,US,1739909431
437,Nyurba,63.2842,118.3319,-34.12,100,73,1.79,RU,1739909432
438,Koné,-21.0595,164.8658,24.37,77,19,1.41,NC,1739909434
439,Amuñgan,15.3652,119.9582,25.31,78,11,1.94,PH,1739909435
440,Faya-Largeau,17.9257,19.1043,23.39,9,25,4.69,TD,1739909436
441,Dvinskoy Bereznik,62.8551,42.7072,-9.68,95,100,2.24,RU,1739909437
442,Papao,-17.75,-149.55,28.82,83,100,13.07,PF,1739909438
443,Charcas,23.1333,-101.1167,23.39,18,100,5.94,MX,1739909439
444,Banda Aceh,5.5577,95.3222,25.54,83,79,2.84,ID,1739909440
445,Letterkenny,54.95,-7.7333,5.09,82,100,7.51,IE,1739909442
446,Gebeit,21.0667,36.3167,16.03,44,81,2.76,SD,1739909443
447,Thinadhoo,0.5333,72.9333,27.62,76,30,5.25,MV,1739909444
448,Katsuura,35.1333,140.3,3.57,44,91,9.26,JP,1739909356
449,Grand Baie,-20.0182,57.5802,27.47,75,96,1.34,MU,1739909446
450,Lamu,-2.2717,40.902,25.75,81,11,6.22,KE,1739909447
451,North Las Vegas,36.1989,-115.1175,18.78,21,0,8.23,US,1739909448
452,Labrador City,52.9463,-66.9114,-1.8,90,100,6.79,CA,1739909450
453,Sukuta,13.4103,-16.7082,22.01,68,0,5.14,GM,1739909451
454,Puente Alto,-33.6167,-70.5833,31.57,22,0,5.14,CL,1739909222
455,Maumere,-8.6199,122.2111,25.94,83,100,1.53,ID,1739909453
456,Corbélia,-24.7989,-53.3067,22.77,83,98,3.29,BR,1739909454
457,Qala i Naw,34.9874,63.1289,4.61,87,63,1.04,AF,1739909455
458,Sisimiut,66.9395,-53.6735,-6.38,65,97,3.95,GL,1739909456
459,Turriff,57.5384,-2.4593,4.34,86,100,10.3,GB,1739909457
460,Kismayo,-0.3582,42.5454,25.11,82,32,5.33,SO,1739909459
461,Bang Saphan,11.2126,99.5117,22.88,95,9,1.16,TH,1739909460
462,Centenario,-38.8043,-68.14,33.06,14,61,2.0,AR,1739909206
463,Fonte Boa,-2.4959,-66.2662,23.26,99,100,1.93,BR,1739909238
464,Valentín Gómez Farías,28.2167,-106.5833,24.03,7,6,9.83,MX,1739909463
465,Suva,-18.1416,178.4415,25.71,100,75,1.54,FJ,1739909464
466,Hailar,49.2,119.7,-29.98,100,100,1.14,CN,1739909465
467,Akjoujt,19.6969,-14.4164,23.65,16,0,5.23,MR,1739909467
468,Natitingou,10.3042,1.3796,28.96,13,2,2.06,BJ,1739909468
469,Narasapuram,16.45,81.6667,22.59,82,57,1.16,IN,1739909469
470,Narasapuram,16.45,81.6667,22.59,82,57,1.16,IN,1739909469
471,Erenhot,43.6475,111.9767,-11.34,52,3,2.36,CN,1739909471
472,Pineville,31.3224,-92.4343,15.96,70,100,3.6,US,1739909406
473,Santa Marta,11.2408,-74.199,32.03,65,20,2.57,CO,1739909398
474,Port Saint John's,-31.6229,29.5448,22.88,93,100,9.34,ZA,1739909475
475,Dapchi,12.4904,11.4944,25.78,10,0,4.29,NG,1739909476
476,Arauca,7.0847,-70.7591,33.98,46,20,2.57,CO,1739909477
477,Port-Vila,-17.7338,168.3219,24.78,94,75,1.03,VU,1739909478
478,Masterton,-40.9597,175.6575,19.63,69,100,4.98,NZ,1739909479
479,Māngrol,21.1167,70.1167,24.05,53,0,4.39,IN,1739909480
480,Vilattikulam,9.1323,78.1664,23.31,73,97,2.0,IN,1739909481
481,Lobujya,27.95,86.8167,-20.73,78,30,1.87,NP,1739909483
482,Sīrjān,29.452,55.6814,8.07,38,0,2.62,IR,1739909484
483,Levice,48.2156,18.6071,-3.34,41,1,1.99,SK,1739909485
484,Howrah,22.5892,88.3103,25.0,83,40,0.0,IN,1739909220
485,Birsk,55.4211,55.5428,-25.27,100,69,2.32,RU,1739909487
486,Zalingei,12.9096,23.4741,25.96,17,0,2.93,SD,1739909488
487,Colares,38.7992,-9.4469,16.29,79,44,3.58,PT,1739909489
488,Ixtapa,20.7,-105.2,23.57,78,100,4.12,MX,1739909221
489,Nizhnesortymskiy,62.4397,71.7603,-20.82,99,29,4.34,RU,1739909492
490,Cambria,35.5641,-121.0808,15.03,69,100,2.68,US,1739909393
491,Kailua-Kona,19.6406,-155.9956,25.98,83,75,3.09,US,1739909407
492,Yigo Village,13.5361,144.8886,24.86,88,0,4.12,GU,1739909495
493,Chamdo,31.1667,97.2333,-4.99,45,95,1.96,CN,1739909496
494,Pukchil-lodongjagu,40.2019,125.7483,-13.34,84,6,2.89,KP,1739909497
495,Meraux,29.933,-89.9498,16.11,68,100,7.72,US,1739909499
496,Porto-Novo,6.4965,2.6036,27.75,80,80,3.68,BJ,1739909500
497,Guatraché,-37.6678,-63.5302,30.56,16,100,5.53,AR,1739909501
498,Sonoita,31.85,-112.8333,21.81,19,36,3.18,MX,1739909502
499,Arkhangelsk,64.5401,40.5433,-11.94,85,75,2.0,RU,1739909503
500,Yelizovo,53.1873,158.3805,-3.92,63,100,4.0,RU,1739909504
501,Abraveses,40.6814,-7.921,9.44,86,100,1.89,PT,1739909505
502,Praia da Vitória,38.7333,-27.0667,15.36,86,99,6.87,PT,1739909506
503,Al Arţāwīyah,26.5053,45.3444,13.26,48,1,4.59,SA,1739909508
504,Sibut,5.718,19.0739,29.68,21,99,1.84,CF,1739909509
505,Zaysan,47.4667,84.8667,-15.42,89,71,1.29,KZ,1739909510
506,Brookings,44.3114,-96.7984,-18.23,63,0,5.14,US,1739909511
507,Salaqi,40.5414,110.5108,-4.07,37,100,0.83,CN,1739909512
508,Kondagaon,19.6,81.6667,18.25,51,0,0.6,IN,1739909513
509,Williams Lake,52.1415,-122.1445,-1.7,86,100,1.75,CA,1739909515
510,Quimilí,-27.6333,-62.4167,28.57,45,82,4.0,AR,1739909516
511,Egilsstadir,65.2653,-14.3948,2.0,99,100,2.04,IS,1739909517
512,Lorengau,-2.0226,147.2712,27.73,78,26,3.09,PG,1739909518
513,Yaren,-0.5472,166.916,27.52,73,36,6.68,NR,1739909519
514,Chui,-33.6971,-53.4616,19.6,52,0,4.39,UY,1739909520
515,Chui,-33.6971,-53.4616,19.6,52,0,4.39,UY,1739909520
516,Kayangel,8.0823,134.7173,27.85,81,96,7.36,PW,1739909522
517,Amqui,48.4638,-67.4313,-8.32,88,100,4.0,CA,1739909524
518,Gilgit,35.9221,74.3087,-0.13,60,100,1.51,PK,1739909525
519,Dickinson,29.4608,-95.0513,16.11,89,100,6.69,US,1739909526
520,Mount Gambier,-37.8333,140.7667,13.38,67,99,2.87,AU,1739909527
521,Safford,32.834,-109.7076,22.51,17,1,9.26,US,1739909528
522,Koupéla,12.1794,-0.3517,32.74,12,3,2.93,BF,1739909529
523,Novy Urengoy,66.0833,76.6333,-22.26,98,8,4.63,RU,1739909530
524,La Possession,-20.9289,55.3351,27.44,87,75,7.2,RE,1739909532
525,Rosignol,6.2833,-57.5333,26.47,79,93,4.12,GY,1739909533
526,Nemuro,43.3236,145.575,-3.49,76,74,6.75,JP,1739909534
527,Nemuro,43.3236,145.575,-3.49,76,74,6.75,JP,1739909534
528,Tionk Essil,12.7856,-16.5217,23.76,49,3,5.51,SN,1739909536
529,Kununurra,-15.7667,128.7333,24.99,94,96,2.06,AU,1739909418
530,I-n-Salah,27.1935,2.4607,20.78,28,0,5.25,DZ,1739909539
531,Greymouth,-42.4667,171.2,16.97,88,94,2.38,NZ,1739909540
532,Cururupu,-1.8283,-44.8683,28.31,71,56,1.88,BR,1739909379
533,Tocopilla,-22.092,-70.1979,21.81,81,100,2.31,CL,1739909514
534,Howard Springs,-12.497,131.047,26.04,97,79,2.66,AU,1739909543
535,Nago,26.5881,127.9761,13.22,60,6,5.55,JP,1739909544
536,Mananjary,-21.2167,48.3333,25.09,90,60,1.42,MG,1739909545
537,Ancud,-41.8697,-73.8203,17.99,68,100,2.57,CL,1739909547
538,Sikonge,-5.6333,32.7667,18.42,93,25,2.25,TZ,1739909548
539,Sikonge,-5.6333,32.7667,18.42,93,25,2.25,TZ,1739909548
540,Aldama,22.9167,-98.0667,28.61,50,100,3.94,MX,1739909551
541,Aldama,22.9167,-98.0667,28.61,50,100,3.94,MX,1739909551
542,Ad Dilam,23.9915,47.1627,17.68,32,1,4.06,SA,1739909553
543,Sovetskaya Gavan',48.9723,140.2878,-10.44,75,100,4.02,RU,1739909554
544,Moyynkum,44.2914,72.9469,-1.28,79,97,8.62,KZ,1739909556
545,Arqalyk,50.2486,66.9114,-4.89,95,100,0.12,KZ,1739909318
546,Wajir,1.7471,40.0573,30.35,23,65,4.05,KE,1739909558
547,Paracuru,-3.41,-39.0306,27.98,74,43,3.5,BR,1739909263
548,Chibougamau,49.9168,-74.3659,-15.21,85,100,5.14,CA,1739909433
549,Gargaliánoi,37.0667,21.6333,10.71,76,18,4.03,GR,1739909561
550,Carolina Beach,34.0352,-77.8936,12.3,49,100,0.89,US,1739909480
551,Luoyang,34.6836,112.4536,4.94,30,100,5.62,CN,1739909564
552,Santana,-0.0583,-51.1817,30.1,74,40,3.6,BR,1739909367
553,Tres Palos,18.1833,-101.6167,32.21,27,100,3.03,MX,1739909566
554,West Cowes,50.7631,-1.2977,4.47,76,100,8.76,GB,1739909567
555,Gizo Government Station,-8.103,156.8419,27.53,80,100,4.37,SB,1739909568
556,Shchūchīnsk,52.9333,70.2,-10.54,98,100,1.2,KZ,1739909569
557,Wynyard,-41.0,145.7167,9.55,82,2,0.45,AU,1739909570
558,Sheregesh,52.9209,87.9869,-18.04,98,29,1.81,RU,1739909572
559,Gubkin,51.2817,37.5458,-11.26,94,42,3.22,RU,1739909573
560,Arrondissement de la Basse-Terre,16.1667,-61.6667,26.58,57,40,6.17,GP,1739909460
561,La Maddalena,41.2142,9.4083,11.54,78,1,1.92,IT,1739909575
562,Montagu,-40.7667,144.9667,12.8,74,76,3.44,AU,1739909576
563,Emmett,43.8735,-116.4993,5.09,100,100,0.05,US,1739909577
564,Koryazhma,61.3143,47.1691,-10.05,92,100,4.6,RU,1739909578
565,Koryazhma,61.3143,47.1691,-10.05,92,100,4.6,RU,1739909578
566,Klaksvík,62.2266,-6.589,5.83,90,100,13.98,FO,1739909581
567,Sejny,54.108,23.347,-4.81,90,60,2.75,PL,1739909582
568,Puerto Rico,-26.796,-55.024,28.33,55,100,1.0,AR,1739909127
569,Kalmunai,7.4167,81.8167,24.72,77,99,2.13,LK,1739909584
570,Northam,51.0333,-4.2167,5.45,79,100,3.13,GB,1739909585
571,Bochum,51.4833,7.2167,0.53,62,63,1.34,DE,1739909424
572,Bushehr,28.9684,50.8385,17.2,65,0,5.64,IR,1739909587
573,Kertih,4.5141,103.4483,25.61,83,93,0.89,MY,1739909472
574,Kertih,4.5141,103.4483,25.61,83,93,0.89,MY,1739909472
575,Trincomalee,8.5711,81.2335,26.5,67,4,4.01,LK,1739909513
576,Huangnihe,43.5583,128.0239,-17.45,97,38,2.17,CN,1739909592
577,Sauðarkrokur,65.7461,-19.6394,-1.86,80,100,2.39,IS,1739909593
578,Sauðarkrokur,65.7461,-19.6394,-1.86,80,100,2.39,IS,1739909593
579,Huayin,34.5675,110.0921,7.23,68,36,3.75,CN,1739909596
580,Crane,31.3974,-102.3501,12.29,29,6,7.17,US,1739909597
581,North Ward,-19.2454,146.8075,25.95,83,40,3.09,AU,1739909598
582,Turgen,43.4006,77.5933,-2.45,61,3,3.41,KZ,1739909599
583,Sibay,52.7181,58.6658,-23.03,96,0,1.66,RU,1739909600
584,Letpandan,17.7833,95.75,21.33,42,0,0.91,MM,1739909601
585,Nelson Bay,-32.7167,152.15,18.89,99,22,0.45,AU,1739909602
586,Zeya,53.75,127.2667,-21.03,91,63,1.99,RU,1739909604
587,Carnarvon,-24.8667,113.6333,25.12,74,0,2.92,AU,1739909531
588,Dschang,5.4456,10.055,21.96,46,67,0.59,CM,1739909606
589,Nabire,-3.3667,135.4833,24.31,93,100,1.26,ID,1739909607
590,Krasnovishersk,60.4078,57.082,-13.28,94,100,3.5,RU,1739909608
591,Al Jawf,29.5,38.75,14.41,37,5,5.48,SA,1739909609
592,Turtas,58.9417,69.1325,-23.88,100,84,1.72,RU,1739909610
593,Diego de Almagro,-26.3667,-70.05,27.82,20,20,7.03,CL,1739909365
594,Yoshkar-Ola,56.6388,47.8908,-15.42,97,71,2.88,RU,1739909613
595,Koh Pha Ngan,9.7578,100.0291,24.47,72,6,4.09,TH,1739909614
596,Derzhavīnsk,51.1,66.3167,-8.37,96,100,3.07,KZ,1739909615
597,Sur,22.5667,59.5289,23.46,59,6,0.43,OM,1739909616
598,Lethem,3.3803,-59.7968,34.45,37,100,4.07,GY,1739909618
599,Lethem,3.3803,-59.7968,34.45,37,100,4.07,GY,1739909618
600,Kumul,42.8,93.45,-0.01,44,100,2.52,CN,1739909620
601,Verdal,63.7933,11.4817,-0.77,92,96,1.5,NO,1739909621
602,Vilyuysk,63.7553,121.6247,-30.61,99,96,1.73,RU,1739909622
603,Bodø,67.28,14.405,1.02,75,20,4.12,NO,1739909623
604,Pandan,14.0453,124.1694,25.43,84,29,4.98,PH,1739909624
605,Xining,36.6167,101.7667,-4.62,90,100,1.17,CN,1739909626
606,Yashkul',46.1711,45.3435,-4.24,62,100,5.54,RU,1739909627
607,Amahai,-3.3333,128.9167,25.78,79,100,1.9,ID,1739909628
